,symbol,price,timestamp
46229,DOGEUSDT,0.08333,2023-12-01 13:34:23.102058+00:00
46230,LTCUSDT,71.49,2023-12-01 13:34:27.455594+00:00
46231,BTCUSDT,38398.94,2023-12-01 13:35:20.677142+00:00
46232,DOGEUSDT,0.08337,2023-12-01 13:35:24.577866+00:00
46233,LTCUSDT,71.5,2023-12-01 13:35:28.696184+00:00
46234,ETHUSDT,2089.5,2023-12-01 13:35:35.658882+00:00
46235,DOGEUSDT,0.08335,2023-12-01 13:35:55.806962+00:00
46236,LTCUSDT,71.49,2023-12-01 13:35:59.065241+00:00
46237,ETHUSDT,2089.1,2023-12-01 13:35:04.540383+00:00
46238,BTCUSDT,38398.91,2023-12-01 13:35:05.323701+00:00
46239,DOGEUSDT,0.08335,2023-12-01 13:35:09.562503+00:00
46240,BTCUSDT,38407.73,2023-12-01 13:35:35.810322+00:00
46241,LTCUSDT,71.49,2023-12-01 13:35:44.058087+00:00
46242,ETHUSDT,2088.96,2023-12-01 13:35:50.808581+00:00
46243,BTCUSDT,38396.99,2023-12-01 13:35:51.120726+00:00
46244,LTCUSDT,71.49,2023-12-01 13:35:13.748449+00:00
46245,ETHUSDT,2089.26,2023-12-01 13:35:19.453319+00:00
46246,DOGEUSDT,0.08339,2023-12-01 13:35:40.004116+00:00
46247,DOGEUSDT,0.08334,2023-12-01 13:36:10.962100+00:00
46248,LTCUSDT,71.48,2023-12-01 13:36:14.340847+00:00
46249,BTCUSDT,38384.52,2023-12-01 13:36:21.791513+00:00
46250,DOGEUSDT,0.08332,2023-12-01 13:36:26.308662+00:00
46251,DOGEUSDT,0.08328,2023-12-01 13:36:41.496077+00:00
46252,ETHUSDT,2088.31,2023-12-01 13:36:51.970939+00:00
46253,BTCUSDT,38386.53,2023-12-01 13:36:52.128562+00:00
46254,DOGEUSDT,0.08328,2023-12-01 13:36:56.997373+00:00
46255,ETHUSDT,2088.9,2023-12-01 13:36:06.138698+00:00
46256,ETHUSDT,2088.31,2023-12-01 13:36:37.165007+00:00
46257,BTCUSDT,38393.92,2023-12-01 13:36:06.332598+00:00
46258,ETHUSDT,2088.52,2023-12-01 13:36:21.791523+00:00
46259,LTCUSDT,71.49,2023-12-01 13:36:29.001587+00:00
46260,BTCUSDT,38384.51,2023-12-01 13:36:37.165270+00:00
46261,LTCUSDT,71.49,2023-12-01 13:36:44.777159+00:00
46262,LTCUSDT,71.47,2023-12-01 13:37:00.413465+00:00
